POSITIONS,,,,,,,,,,,,,
Strategy Type, Intraday,,,,,,,,,,,,
Square Off,Leg,,,,,,,,,,,,
,,,,,,,,,,,,,
Move SL to Cost,False,,,,,,,,,,,,
,,,,,,,,,,,,,
Lot Size, Action Type, Segment, Option Type, Target Profit, Stop Loss, Index, Expiry Type,,,,,,
1,SELL,Options,PUT,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,50 pts,Banknifty,Weekly,,,,,,
1,SELL,Options,PUT,,50 pts,Banknifty,Weekly,,,,,,
,,,,,,,,,,,,,
From Date,Tue Jul 14 2020,,,,,,,,,,,,
To Date,Wed Jul 14 2021,,,,,,,,,,,,
Entry Time,09:59,,,,,,,,,,,,
Exit Time,14:55,,,,,,,,,,,,
,,,,,,,,,,,,,
Target Profit,0,,,,,,,,,,,,
 Stop Loss, 2500 Total MTM,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
19 Mar 2021 (Fri),-2500,11:18,2504/-10385,Stop Loss Hit,-266.4 (-0.79%),21.25 - 20.04,Day Open < PDL,440.75 (33712.50-34153.25),1536.25 (646.55-585.1 = -61.45) 33700PE,-5122.75 (683.05-887.96 = 204.91) 33700CE 11:05:00,-1250.00 (683.05-733.05 = 50.00) 33700CE 10:07:00,1536.25 (646.55-585.1 = -61.45) 33700PE,
22 Mar 2021 (Mon),8072,14:55,10186/-599,-,-73.2 (-0.21%),20.5 - 20.72,-,-537.50 (34038.90-33501.40),-3882.50 (517.65-672.95 = 155.30) 34000PE 12:19:00,6602.50 (571.4-307.3 = -264.10) 34000CE,6602.50 (571.4-307.3 = -264.10) 34000CE,-1250.00 (517.65-567.65 = 50.00) 34000PE 10:01:00,
23 Mar 2021 (Tue),-2500,10:54,1604/-9208,Stop Loss Hit,144.5 (0.43%),21.16 - 20.64,-,453.35 (33887.60-34340.95),2261.25 (474.95-384.5 = -90.45) 33900PE,-3583.50 (477.8-621.14 = 143.34) 33900CE 10:54:00,-1250.00 (477.8-527.8 = 50.00) 33900CE 10:53:00,-1250.00 (474.95-524.95 = 50.00) 33900PE 10:16:00,
24 Mar 2021 (Wed),8908,14:55,9249/-497,-,-289.7 (-0.85%),20.96 - 22.54,-,-544.85 (33818.85-33274.00),-2481.50 (330.85-430.11 = 99.26) 33800PE 10:19:00,6320.00 (357.8-105 = -252.80) 33800CE,6320.00 (357.8-105 = -252.80) 33800CE,-1250.00 (330.85-380.85 = 50.00) 33800PE 10:10:00,
25 Mar 2021 (Thu),-2500,13:40,6569/-5851,Stop Loss Hit,127.5 (0.38%),22.57 - 22.28,-,496.45 (32956.70-33453.15),-1811.25 (241.5-313.95 = 72.45) 33000PE 11:11:00,18.75 (205.4-204.65 = -0.75) 33000CE,18.75 (205.4-204.65 = -0.75) 33000CE,-1250.00 (241.5-291.5 = 50.00) 33000PE 10:54:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
26 Mar 2021 (Fri),4984,14:55,6599/-598,-,598.6 (1.81%),22.04 - 20.81,Day Open > PDH,79.85 (33251.25-33331.10),2932.50 (627.15-509.85 = -117.30) 33300PE,370.00 (629.8-615 = -14.80) 33300CE,-1250.00 (629.8-679.8 = 50.00) 33300CE 10:01:00,2932.50 (627.15-509.85 = -117.30) 33300PE,
30 Mar 2021 (Tue),583,14:55,2348/-1616,-,297.7 (0.89%),20.24 - 20.5,Day Open > PDH,115.45 (33803.85-33919.30),2505.00 (430-329.8 = -100.20) 33800PE,578.75 (470-446.85 = -23.15) 33800CE,-1250.00 (470-520 = 50.00) 33800CE 10:19:00,-1250.00 (430-480 = 50.00) 33800PE 12:10:00,
31 Mar 2021 (Wed),-2500,13:05,4498/-3302,Stop Loss Hit,-110.3 (-0.33%),20.64 - 20.68,-,-166.75 (33489.25-33322.50),-2492.75 (332.35-432.06 = 99.71) 33500PE 10:40:00,220.00 (337.8-329 = -8.80) 33500CE,220.00 (337.8-329 = -8.80) 33500CE,-1250.00 (332.35-382.35 = 50.00) 33500PE 10:18:00,
1 Apr 2021 (Thu),-2500,13:15,3159/-5227,Stop Loss Hit,284.1 (0.85%),20.13 - 19.97,-,347.45 (33423.40-33770.85),-1223.25 (163.1-212.03 = 48.93) 33400PE 10:46:00,-478.75 (200.55-219.7 = 19.15) 33400CE,-478.75 (200.55-219.7 = 19.15) 33400CE,-1250.00 (163.1-213.1 = 50.00) 33400PE 10:46:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
5 Apr 2021 (Mon),-2500,10:10,3991/-3277,Stop Loss Hit,-208.85 (-0.62%),21.69 - 21.27,-,-185.30 (32885.70-32700.40),-3803.00 (507.05-659.17 = 152.12) 32900PE 10:02:00,1127.50 (522.45-477.35 = -45.10) 32900CE,1127.50 (522.45-477.35 = -45.10) 32900CE,-1250.00 (507.05-557.05 = 50.00) 32900PE 09:59:00,
6 Apr 2021 (Tue),5235,14:55,7001/-994,-,236.8 (0.72%),21.19 - 20.89,-,-336.85 (32829.90-32493.05),-3239.25 (431.9-561.47 = 129.57) 32800PE 12:43:00,4862.50 (487.95-293.45 = -194.50) 32800CE,4862.50 (487.95-293.45 = -194.50) 32800CE,-1250.00 (431.9-481.9 = 50.00) 32800PE 10:16:00,
7 Apr 2021 (Wed),88,14:55,1591/-1695,-,28.35 (0.09%),20.97 - 20.31,-,266.25 (32709.90-32976.15),5747.50 (388-158.1 = -229.90) 32700PE,-3158.75 (421.15-547.5 = 126.35) 32700CE 12:05:00,-1250.00 (421.15-471.15 = 50.00) 32700CE 10:02:00,-1250.00 (388-438 = 50.00) 32700PE 10:16:00,
8 Apr 2021 (Thu),5874,14:55,5894/-1810,-,163 (0.49%),19.84 - 20.13,-,-323.40 (33203.20-32879.80),-1138.50 (151.8-197.34 = 45.54) 33200PE 11:37:00,4131.25 (167.85-2.6 = -165.25) 33200CE,4131.25 (167.85-2.6 = -165.25) 33200CE,-1250.00 (151.8-201.8 = 50.00) 33200PE 11:37:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
9 Apr 2021 (Fri),-2500,10:45,1963/-9033,Stop Loss Hit,-145.95 (-0.45%),20.4 - 19.76,Day Open < PDL,-173.85 (32660.70-32486.85),1338.75 (517.35-463.8 = -53.55) 32700PE,-3967.50 (529-687.7 = 158.70) 32700CE 10:10:00,-1250.00 (529-579 = 50.00) 32700CE 10:04:00,1338.75 (517.35-463.8 = -53.55) 32700PE,
12 Apr 2021 (Mon),8166,14:55,8790/-825,-,-810.15 (-2.5%),22.05 - 23.16,Day Open < PDL,-605.90 (31192.60-30586.70),-3596.25 (479.5-623.35 = 143.85) 31200PE 11:29:00,6506.25 (488.75-228.5 = -260.25) 31200CE,6506.25 (488.75-228.5 = -260.25) 31200CE,-1250.00 (479.5-529.5 = 50.00) 31200PE 10:17:00,
13 Apr 2021 (Tue),720,14:55,1453/-2450,-,109.8 (0.36%),21.52 - 20.62,-,549.90 (31186.20-31736.10),5897.50 (362.2-126.3 = -235.90) 31200PE,-2677.25 (356.95-464.04 = 107.09) 31200CE 13:48:00,-1250.00 (356.95-406.95 = 50.00) 31200CE 10:11:00,-1250.00 (362.2-412.2 = 50.00) 31200PE 11:40:00,
15 Apr 2021 (Thu),-2500,10:00,574/-5426,Stop Loss Hit,157.5 (0.5%),21.07 - 20.96,Day Open > PDH,264.50 (31748.10-32012.60),36.25 (178.75-177.3 = -1.45) 31700PE,-1587.00 (211.6-275.08 = 63.48) 31700CE 10:00:00,-1250.00 (211.6-261.6 = 50.00) 31700CE 10:00:00,36.25 (178.75-177.3 = -1.45) 31700PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
16 Apr 2021 (Fri),2302,14:55,3408/-2183,-,48.6 (0.15%),20.46 - 20.28,-,-86.10 (32173.15-32087.05),-352.50 (541.75-555.85 = 14.10) 32200PE,1952.50 (528.15-450.05 = -78.10) 32200CE,1952.50 (528.15-450.05 = -78.10) 32200CE,-1250.00 (541.75-591.75 = 50.00) 32200PE 10:04:00,
19 Apr 2021 (Mon),5155,14:55,7333/-84,-,-984 (-3.08%),22.51 - 22.69,Day Open < PDL,364.40 (30582.00-30946.40),5121.25 (545.2-340.35 = -204.85) 30600PE,-3837.25 (511.65-665.14 = 153.49) 30600CE 13:58:00,-1250.00 (511.65-561.65 = 50.00) 30600CE 10:30:00,5121.25 (545.2-340.35 = -204.85) 30600PE,
20 Apr 2021 (Tue),8044,14:55,8499/-108,-,360.55 (1.16%),21.86 - 22.56,Day Open > PDH,-613.55 (31589.05-30975.50),-2673.00 (356.4-463.32 = 106.92) 31600PE 12:20:00,5983.75 (339.55-100.2 = -239.35) 31600CE,5983.75 (339.55-100.2 = -239.35) 31600CE,-1250.00 (356.4-406.4 = 50.00) 31600PE 11:09:00,
22 Apr 2021 (Thu),-2500,10:11,1411/-3731,Stop Loss Hit,-349.2 (-1.12%),22.95 - 23.02,Day Open < PDL,802.40 (30895.90-31698.30),898.75 (214.9-178.95 = -35.95) 30900PE,-1147.50 (189.1-235 = 45.90) 30900CE,-1147.50 (189.1-235 = 45.90) 30900CE,-1250.00 (214.9-264.9 = 50.00) 30900PE 10:07:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
23 Apr 2021 (Fri),-2500,13:37,3377/-8069,Stop Loss Hit,-292 (-0.92%),22.7 - 22.61,-,26.80 (31624.80-31651.60),1511.25 (583.45-523 = -60.45) 31600PE,-4645.25 (619.35-805.16 = 185.81) 31600CE 10:26:00,-1250.00 (619.35-669.35 = 50.00) 31600CE 10:01:00,1511.25 (583.45-523 = -60.45) 31600PE,
26 Apr 2021 (Mon),5201,14:55,5994/-752,-,594.35 (1.87%),23.29 - 23.43,Day Open > PDH,-246.20 (32540.45-32294.25),-1496.25 (516.75-576.6 = 59.85) 32500PE,3973.75 (542.2-383.25 = -158.95) 32500CE,3973.75 (542.2-383.25 = -158.95) 32500CE,-1250.00 (516.75-566.75 = 50.00) 32500PE 12:21:00,
27 Apr 2021 (Tue),3831,14:55,5461/-112,-,-46.2 (-0.14%),23.36 - 23.13,-,341.20 (32325.65-32666.85),4228.75 (395.65-226.5 = -169.15) 32300PE,-3375.75 (450.1-585.13 = 135.03) 32300CE 11:51:00,-1250.00 (450.1-500.1 = 50.00) 32300CE 10:45:00,4228.75 (395.65-226.5 = -169.15) 32300PE,
28 Apr 2021 (Wed),-2500,12:25,1058/-2819,Stop Loss Hit,130.15 (0.4%),22.7 - 22.53,Day Open > PDH,645.50 (33088.30-33733.80),2222.50 (302.5-213.6 = -88.90) 33100PE,-2239.50 (298.6-388.18 = 89.58) 33100CE 12:25:00,-1250.00 (298.6-348.6 = 50.00) 33100CE 12:24:00,-1250.00 (302.5-352.5 = 50.00) 33100PE 10:27:00,
29 Apr 2021 (Thu),-2500,10:49,4393/-6203,Stop Loss Hit,178.8 (0.53%),22.63 - 23.31,Day Open > PDH,245.80 (33528.70-33774.50),-196.25 (272-279.85 = 7.85) 33500PE,-2003.25 (267.1-347.23 = 80.13) 33500CE 10:04:00,-1250.00 (267.1-317.1 = 50.00) 33500CE 10:04:00,-196.25 (272-279.85 = 7.85) 33500PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
30 Apr 2021 (Fri),-757,14:55,2055/-2415,-,-602.1 (-1.79%),23.1 - 22.74,Day Open < PDL,-430.60 (33309.30-32878.70),-4672.25 (622.95-809.84 = 186.89) 33300PE 13:45:00,6415.00 (668.65-412.05 = -256.60) 33300CE,-1250.00 (668.65-718.65 = 50.00) 33300CE 10:56:00,-1250.00 (622.95-672.95 = 50.00) 33300PE 10:07:00,
3 May 2021 (Mon),-2500,10:46,2006/-9034,Stop Loss Hit,-413.25 (-1.26%),23.64 - 23.55,Day Open < PDL,86.80 (32341.05-32427.85),3076.25 (517.7-394.65 = -123.05) 32300PE,-3088.75 (570.25-693.8 = 123.55) 32300CE,-1250.00 (570.25-620.25 = 50.00) 32300CE 10:40:00,-1250.00 (517.7-567.7 = 50.00) 32300PE 10:20:00,
4 May 2021 (Tue),-2500,13:15,3330/-4386,Stop Loss Hit,144.65 (0.45%),22.65 - 23.16,Day Open > PDH,-522.80 (32778.95-32256.15),-3131.25 (417.5-542.75 = 125.25) 32800PE 13:15:00,2953.75 (426.05-307.9 = -118.15) 32800CE,-1250.00 (426.05-476.05 = 50.00) 32800CE 10:02:00,-1250.00 (417.5-467.5 = 50.00) 32800PE 13:14:00,
5 May 2021 (Wed),-2500,10:04,551/-8350,Stop Loss Hit,306.75 (0.95%),22.81 - 22.02,-,217.75 (32499.20-32716.95),-2930.75 (390.75-507.98 = 117.23) 32500PE 10:04:00,-728.75 (389.4-418.55 = 29.15) 32500CE,-1250.00 (389.4-439.4 = 50.00) 32500CE 10:00:00,-1250.00 (390.75-440.75 = 50.00) 32500PE 10:04:00,
6 May 2021 (Thu),-2500,12:19,4650/-3010,Stop Loss Hit,117.05 (0.36%),21.81 - 21.74,Day Open > PDH,41.95 (32772.20-32814.15),-1632.00 (217.6-282.88 = 65.28) 32800PE 10:17:00,70.00 (182.8-180 = -2.80) 32800CE,70.00 (182.8-180 = -2.80) 32800CE,-1250.00 (217.6-267.6 = 50.00) 32800PE 10:16:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
7 May 2021 (Fri),503,14:55,3616/-128,-,213.85 (0.65%),21.35 - 20.78,Day Open > PDH,-154.00 (33101.45-32947.45),-3716.25 (495.5-644.15 = 148.65) 33100PE 12:16:00,2735.00 (531.8-422.4 = -109.40) 33100CE,2735.00 (531.8-422.4 = -109.40) 33100CE,-1250.00 (495.5-545.5 = 50.00) 33100PE 10:43:00,
10 May 2021 (Mon),1061,14:55,3934/-848,-,270.8 (0.82%),20.78 - 20.18,-,61.75 (33060.15-33121.90),2595.00 (405.6-301.8 = -103.80) 33100PE,-2879.00 (383.85-499.01 = 115.16) 33100CE 10:34:00,-1250.00 (383.85-433.85 = 50.00) 33100CE 10:14:00,2595.00 (405.6-301.8 = -103.80) 33100PE,
11 May 2021 (Tue),-2500,10:28,3675/-5127,Stop Loss Hit,-501.45 (-1.51%),20.01 - 19.8,Day Open < PDL,53.55 (32817.60-32871.15),201.25 (248.05-240 = -8.05) 32800PE,-1945.50 (259.4-337.22 = 77.82) 32800CE 10:24:00,-1250.00 (259.4-309.4 = 50.00) 32800CE 10:24:00,201.25 (248.05-240 = -8.05) 32800PE,
12 May 2021 (Wed),3897,14:55,3900/-2016,-,-154.55 (-0.47%),20.11 - 20.15,-,-182.50 (32650.95-32468.45),-1322.00 (176.25-229.13 = 52.88) 32700PE 10:21:00,3235.00 (131.45-2.05 = -129.40) 32700CE,3235.00 (131.45-2.05 = -129.40) 32700CE,-1250.00 (176.25-226.25 = 50.00) 32700PE 10:21:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
14 May 2021 (Fri),2042,14:55,4335/-925,-,42.85 (0.13%),20.15 - 19.91,-,-254.65 (32502.40-32247.75),-3245.25 (432.7-562.51 = 129.81) 32500PE 11:37:00,3268.75 (468.3-337.55 = -130.75) 32500CE,3268.75 (468.3-337.55 = -130.75) 32500CE,-1250.00 (432.7-482.7 = 50.00) 32500PE 10:54:00,
17 May 2021 (Mon),7960,14:55,8188/-710,-,268.3 (0.83%),19.74 - 20.3,-,724.25 (32682.75-33407.00),5943.75 (370.35-132.6 = -237.75) 32700PE,-2676.75 (356.9-463.97 = 107.07) 32700CE 10:10:00,-1250.00 (356.9-406.9 = 50.00) 32700CE 10:03:00,5943.75 (370.35-132.6 = -237.75) 32700PE,
18 May 2021 (Tue),-2500,10:30,2570/-6419,Stop Loss Hit,433.85 (1.3%),18.92 - 19.09,Day Open > PDH,-56.05 (33947.90-33891.85),-2216.75 (295.55-384.22 = 88.67) 33900PE 10:09:00,257.50 (373.15-362.85 = -10.30) 33900CE,257.50 (373.15-362.85 = -10.30) 33900CE,-1250.00 (295.55-345.55 = 50.00) 33900PE 10:08:00,
19 May 2021 (Wed),2157,14:55,5485/-445,-,-205.3 (-0.61%),19.5 - 19.24,Day Open < PDL,-89.20 (33892.80-33803.60),-1997.25 (266.3-346.19 = 79.89) 33900PE 10:32:00,2702.50 (266.15-158.05 = -108.10) 33900CE,2702.50 (266.15-158.05 = -108.10) 33900CE,-1250.00 (266.3-316.3 = 50.00) 33900PE 10:23:00,
20 May 2021 (Thu),5322,14:55,5345/0,-,7.35 (0.02%),19.3 - 19.73,-,-355.70 (33716.75-33361.05),-985.50 (131.4-170.82 = 39.42) 33700PE 13:15:00,3778.75 (153.3-2.15 = -151.15) 33700CE,3778.75 (153.3-2.15 = -151.15) 33700CE,-1250.00 (131.4-181.4 = 50.00) 33700PE 13:15:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
21 May 2021 (Fri),6866,14:55,7447/-352,-,225.25 (0.68%),19.01 - 19.1,-,548.45 (33959.75-34508.20),5861.25 (451.55-217.1 = -234.45) 34000PE,-3605.75 (480.75-624.98 = 144.23) 34000CE 14:16:00,-1250.00 (480.75-530.75 = 50.00) 34000CE 10:19:00,5861.25 (451.55-217.1 = -234.45) 34000PE,
24 May 2021 (Mon),-2500,10:08,997/-8846,Stop Loss Hit,262.4 (0.76%),19.45 - 19.15,Day Open > PDH,405.90 (34775.55-35181.45),-3069.25 (409.25-532.02 = 122.77) 34800PE 10:02:00,645.00 (437-411.2 = -25.80) 34800CE,645.00 (437-411.2 = -25.80) 34800CE,-1250.00 (409.25-459.25 = 50.00) 34800PE 09:59:00,
25 May 2021 (Tue),-2500,11:46,7102/-2904,Stop Loss Hit,151.4 (0.43%),18.83 - 18.84,-,-202.20 (34745.45-34543.25),-2030.75 (270.75-351.98 = 81.23) 34700PE 11:15:00,188.75 (417-409.45 = -7.55) 34700CE,188.75 (417-409.45 = -7.55) 34700CE,-1250.00 (270.75-320.75 = 50.00) 34700PE 10:19:00,
26 May 2021 (Wed),3714,14:55,4506/-196,-,95.15 (0.27%),18.67 - 20.94,-,187.30 (34572.90-34760.20),3471.25 (258.7-119.85 = -138.85) 34600PE,-1978.25 (263.75-342.88 = 79.13) 34600CE 10:25:00,-1250.00 (263.75-313.75 = 50.00) 34600CE 10:23:00,3471.25 (258.7-119.85 = -138.85) 34600PE,
27 May 2021 (Thu),5541,14:55,5587/0,-,-20 (-0.06%),18.72 - 20.1,-,312.30 (34587.20-34899.50),3973.75 (163.1-4.15 = -158.95) 34600PE,-1155.75 (154.1-200.33 = 46.23) 34600CE 11:27:00,-1250.00 (154.1-204.1 = 50.00) 34600CE 11:27:00,3973.75 (163.1-4.15 = -158.95) 34600PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
28 May 2021 (Fri),4437,14:55,5038/0,-,250.6 (0.71%),17.6 - 17.42,Day Open > PDH,-191.20 (35235.10-35043.90),-1480.00 (459.9-519.1 = 59.20) 35200PE,3583.75 (573.45-430.1 = -143.35) 35200CE,3583.75 (573.45-430.1 = -143.35) 35200CE,-1250.00 (459.9-509.9 = 50.00) 35200PE 11:02:00,
31 May 2021 (Mon),2449,14:55,3384/-1317,-,-44 (-0.13%),16.99 - 16.8,-,229.15 (35219.00-35448.15),3422.50 (387.05-250.15 = -136.90) 35200PE,-3145.75 (419.45-545.28 = 125.83) 35200CE 14:05:00,-1250.00 (419.45-469.45 = 50.00) 35200CE 10:08:00,3422.50 (387.05-250.15 = -136.90) 35200PE,
1 Jun 2021 (Tue),3161,14:55,4602/-1876,-,113.1 (0.32%),16.7 - 17.5,Day Open > PDH,-201.10 (35535.35-35334.25),-2198.00 (293.05-380.97 = 87.92) 35500PE 10:15:00,3305.00 (348.5-216.3 = -132.20) 35500CE,3305.00 (348.5-216.3 = -132.20) 35500CE,-1250.00 (293.05-343.05 = 50.00) 35500PE 10:04:00,
2 Jun 2021 (Wed),2313,14:55,3670/0,-,-65.6 (-0.19%),16.52 - 17.21,-,199.00 (35137.35-35336.35),2792.50 (201.75-90.05 = -111.70) 35100PE,-2021.00 (269.45-350.29 = 80.84) 35100CE 14:54:00,-1250.00 (269.45-319.45 = 50.00) 35100CE 14:00:00,2792.50 (201.75-90.05 = -111.70) 35100PE,
3 Jun 2021 (Thu),2580,14:55,3896/0,-,162.7 (0.46%),15.55 - 15.51,Day Open > PDH,94.90 (35511.15-35606.05),2416.25 (114.4-17.75 = -96.65) 35500PE,-1002.00 (133.6-173.68 = 40.08) 35500CE 13:51:00,-1250.00 (133.6-183.6 = 50.00) 35500CE 13:51:00,2416.25 (114.4-17.75 = -96.65) 35500PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
4 Jun 2021 (Fri),-699,14:55,958/-1400,-,8.85 (0.02%),16.19 - 15.85,-,-350.45 (35632.85-35282.40),-3200.50 (426.75-554.77 = 128.02) 35600PE 13:25:00,5001.25 (515.05-315 = -200.05) 35600CE,-1250.00 (515.05-565.05 = 50.00) 35600CE 10:03:00,-1250.00 (426.75-476.75 = 50.00) 35600PE 10:57:00,
7 Jun 2021 (Mon),740,14:55,1762/-84,-,169.15 (0.48%),15.07 - 15.85,-,46.25 (35444.10-35490.35),1118.75 (271.5-226.75 = -44.75) 35400PE,-247.50 (384.5-394.4 = 9.90) 35400CE,-1250.00 (384.5-434.5 = 50.00) 35400CE 11:00:00,1118.75 (271.5-226.75 = -44.75) 35400PE,
8 Jun 2021 (Tue),5234,14:55,5452/-270,-,-9.85 (-0.03%),15.07 - 15.27,-,37.95 (35104.35-35142.30),1901.25 (258.4-182.35 = -76.05) 35100PE,716.25 (308-279.35 = -28.65) 35100CE,716.25 (308-279.35 = -28.65) 35100CE,1901.25 (258.4-182.35 = -76.05) 35100PE,
9 Jun 2021 (Wed),4207,14:55,4419/-843,-,28.95 (0.08%),14.76 - 14.98,-,-582.30 (35350.20-34767.90),-1545.00 (206-267.8 = 61.80) 35400PE 12:53:00,3501.25 (174.3-34.25 = -140.05) 35400CE,3501.25 (174.3-34.25 = -140.05) 35400CE,-1250.00 (206-256 = 50.00) 35400PE 12:53:00,
10 Jun 2021 (Thu),-2500,10:44,706/-4486,Stop Loss Hit,103.1 (0.3%),15.05 - 15.01,-,169.60 (34889.05-35058.65),-1002.50 (133.65-173.75 = 40.10) 34900PE 10:03:00,-222.50 (131.2-140.1 = 8.90) 34900CE,-222.50 (131.2-140.1 = 8.90) 34900CE,-1250.00 (133.65-183.65 = 50.00) 34900PE 10:03:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
11 Jun 2021 (Fri),1929,14:55,5009/0,-,193.45 (0.55%),14.46 - 13.98,Day Open > PDH,-184.30 (35244.45-35060.15),-2545.50 (339.4-441.22 = 101.82) 35200PE 11:15:00,2862.50 (440.55-326.05 = -114.50) 35200CE,2862.50 (440.55-326.05 = -114.50) 35200CE,-1250.00 (339.4-389.4 = 50.00) 35200PE 11:11:00,
14 Jun 2021 (Mon),4884,14:55,5781/-14,-,-110.85 (-0.32%),14.6 - 14.8,-,278.20 (34676.75-34954.95),4300.00 (324-152 = -172.00) 34700PE,-2465.75 (328.75-427.38 = 98.63) 34700CE 13:23:00,-1250.00 (328.75-378.75 = 50.00) 34700CE 13:23:00,4300.00 (324-152 = -172.00) 34700PE,
15 Jun 2021 (Tue),881,14:55,2186/-1720,-,87.45 (0.25%),14.43 - 14.61,Day Open > PDH,13.35 (35231.55-35244.90),905.00 (229-192.8 = -36.20) 35200PE,321.25 (263.15-250.3 = -12.85) 35200CE,-1250.00 (263.15-313.15 = 50.00) 35200CE 12:24:00,905.00 (229-192.8 = -36.20) 35200PE,
16 Jun 2021 (Wed),3441,14:55,4391/-649,-,-51.5 (-0.15%),14.72 - 14.66,-,-203.10 (35235.60-35032.50),-1323.75 (176.5-229.45 = 52.95) 35200PE 10:30:00,3007.50 (240.4-120.1 = -120.30) 35200CE,3007.50 (240.4-120.1 = -120.30) 35200CE,-1250.00 (176.5-226.5 = 50.00) 35200PE 10:30:00,
17 Jun 2021 (Thu),4348,14:55,4376/-94,-,-383.7 (-1.1%),15.14 - 15.57,Day Open < PDL,-210.50 (34805.20-34594.70),-909.00 (121.2-157.56 = 36.36) 34800PE 12:03:00,3253.75 (132.2-2.05 = -130.15) 34800CE,3253.75 (132.2-2.05 = -130.15) 34800CE,-1250.00 (121.2-171.2 = 50.00) 34800PE 14:14:00,
